name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand,average_brand_price,predicted_price
Maruti Alto 800 VXI,2017,295000,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,297811.54761904763
Maruti Ciaz VDi Plus SHVS,2016,640000,40000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,403075.7214052288,726299.9966666666
Tata Nexon 1.5 Revotorq XZ Plus,2018,790000,60000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,Tata,357433.1076294278,786863.3033333335
Hyundai Verna 1.6 VTVT S Option,2015,625000,20000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,5.0,Hyundai,458554.3667844523,661426.6666666667
Ford EcoSport 1.5 Petrol Trend BSIV,2017,604000,30000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,121.36,5.0,Ford,516682.58186397987,726280.0
Maruti Alto K10 VXI,2015,315000,29000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,403075.7214052288,315550.0
Mahindra XUV300 W6 Diesel BSIV,2019,950000,17000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0,Mahindra,623224.0556994819,1028330.0
Maruti Wagon R VXI Plus Optional,2017,400000,50000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,396459.83
Hyundai i20 1.4 Magna AT,2018,700000,42000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5.0,Hyundai,458554.3667844523,743586.6566666667
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,700000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota,959946.6741803279,622329.99
Mahindra Verito 1.5 D4 BSIV,2012,260000,110000,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5.0,Mahindra,623224.0556994819,259259.99
Tata Indigo CR4,2012,200000,90000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,Tata,357433.1076294278,213640.0
Maruti Dzire VXI,2020,580000,70000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5.0,Maruti,403075.7214052288,597050.0
Volkswagen Vento IPL II Diesel Trendline,2011,330000,66000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,105.0,5.0,Volkswagen,498817.188172043,333650.0
Hyundai Verna Transform CRDi VGT SX ABS,2011,400000,70000,Diesel,Individual,Manual,Third Owner,16.2,1493.0,110.0,5.0,Hyundai,458554.3667844523,361650.0
Hyundai Creta 1.6 SX Automatic,2018,1350000,5000,Petrol,Individual,Automatic,First Owner,14.8,1591.0,121.3,5.0,Hyundai,458554.3667844523,1313070.0
Mahindra Verito 1.5 D4 BSIV,2014,250000,50000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0,Mahindra,623224.0556994819,284549.99
Skoda Rapid 1.6 MPI Ambition BSIV,2019,725000,25000,Petrol,Individual,Manual,First Owner,15.41,1598.0,103.2,5.0,Skoda,607723.7714285714,788366.8571428572
Maruti Swift Dzire Tour LDI,2013,300000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,403075.7214052288,505913.3333333334
Maruti 800 AC,2006,120000,40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,109109.89
Mahindra XUV500 W10 2WD,2016,1175000,110000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,623224.0556994819,1119500.0
Tata New Safari DICOR 2.2 VX 4x4,2009,380000,150000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,Tata,357433.1076294278,372249.99
Tata Indica Vista TDI LX,2014,400000,45000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,Tata,357433.1076294278,348259.98
Tata Indigo LX,2005,140000,90000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5.0,Tata,357433.1076294278,128207.02
Tata New Safari DICOR 2.2 EX 4x2,2011,229999,140000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,Tata,357433.1076294278,273729.4
Ford Ikon 1.3 CLXi,2003,110000,83000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,Ford,516682.58186397987,116370.53
Volkswagen Jetta 2.0L TDI Highline AT,2011,550000,106000,Diesel,Individual,Automatic,Second Owner,16.96,1968.0,138.1,5.0,Volkswagen,498817.188172043,505450.0
Chevrolet Aveo U-VA 1.2 LS,2008,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150.0,74.9,5.0,Chevrolet,273867.47826086957,129410.53
Maruti Omni E MPI STD BS IV,2017,265000,40000,Petrol,Individual,Manual,Second Owner,16.8,796.0,34.2,8.0,Maruti,403075.7214052288,247100.0
Hyundai i20 1.2 Asta,2011,300000,138000,Petrol,Individual,Manual,Third Owner,17.0,1197.0,80.0,5.0,Hyundai,458554.3667844523,254989.99
Maruti Alto 800 LXI,2015,280000,80000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,244289.935
Hyundai Getz GLS,2005,130000,50000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5.0,Hyundai,458554.3667844523,115630.0
Chevrolet Sail 1.2 LS ABS,2015,350000,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,Chevrolet,273867.47826086957,295256.4285714286
Maruti Ritz VXi,2009,200000,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,Maruti,403075.7214052288,234051.2
Maruti Swift VXI,2018,550000,24400,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,596350.0
Mahindra Bolero 2011-2019 SLX,2013,400000,60000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,485781.98
Maruti Ritz VXi (ABS) BS IV,2010,170000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,5.0,Maruti,403075.7214052288,210976.6066666667
Hyundai Verna 1.4 CRDi,2015,600000,60000,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5.0,Hyundai,458554.3667844523,575519.97
Maruti Alto LXi,2011,130000,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,142879.98
Maruti 800 AC,2011,100000,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,104049.99
Renault KWID RXT,2016,310000,27500,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,305758.3333333333
Maruti 800 AC,2007,35000,10000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,79189.99
Hyundai i20 Magna,2010,200000,120000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,80.0,5.0,Hyundai,458554.3667844523,213179.96
Hyundai i20 Sportz 1.4 CRDi,2015,650000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,609165.3571428573
Tata Indigo eCS GLS,2013,210000,120000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,Tata,357433.1076294278,214080.0
Hyundai Xcent 1.1 CRDi S Option,2015,509999,90000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.01,5.0,Hyundai,458554.3667844523,466259.32
Ford Figo Diesel Celebration Edition,2013,229999,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,Ford,516682.58186397987,244124.38
Renault Duster 110PS Diesel RxZ,2014,409999,188000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,Renault,462618.38157894736,462549.42
Chevrolet Spark 1.0 LT,2011,130000,67840,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet,273867.47826086957,136450.0
Tata Nano CX,2013,95000,30000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4.0,Tata,357433.1076294278,86211.42857142858
Maruti Alto 800 LXI,2016,225000,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,236117.5
Maruti Vitara Brezza VDi Option,2017,775000,100000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,403075.7214052288,755456.6566666667
Maruti Wagon R VXI BS IV,2017,420000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,419025.0
Hyundai Grand i10 Sportz Celebration Edition,2016,480000,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,502798.3333333334
Mahindra Bolero SLE,2010,260000,380000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra,623224.0556994819,307950.0
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,2018,600000,15000,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,5.0,Volkswagen,498817.188172043,587800.0
Ford Ikon 1.4 TDCi DuraTorq,2009,140000,140000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5.0,Ford,516682.58186397987,140749.97
Maruti Omni 8 Seater BSII,2010,130000,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,35.0,8.0,Maruti,403075.7214052288,119580.0
Maruti Swift VDI BSIV,2007,195000,112880,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,199624.99
Tata Indica Vista TDI LS,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405.0,70.0,5.0,Tata,357433.1076294278,192899.99
Maruti Wagon R LX,2006,130000,80000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,125926.66666666669
Chevrolet Beat LT,2012,141000,128000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,Chevrolet,273867.47826086957,137530.0
Mahindra Bolero SLE BSIII,2011,280000,120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra,623224.0556994819,322000.0
Maruti SX4 ZXI AT Leather,2010,350000,30000,Petrol,Individual,Automatic,First Owner,12.6,1586.0,103.2,5.0,Maruti,403075.7214052288,340510.0
Tata Nexon 1.2 Revotron XM,2018,575000,70000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,Tata,357433.1076294278,625275.0
Hyundai i20 Sportz Option 1.2,2015,550000,41000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,458554.3667844523,540433.3333333334
Maruti Alto LX,2006,120000,30000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,115143.33333333331
Maruti Alto K10 VXI,2015,320000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,403075.7214052288,316783.3333333333
Hyundai Accent Executive,2011,250000,35000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,5.0,Hyundai,458554.3667844523,237550.0
Maruti SX4 Zxi BSIII,2010,300000,22000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,Maruti,403075.7214052288,392400.0
Maruti Wagon R VXI,2006,250000,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,206200.0
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,70000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra,623224.0556994819,750025.6666666667
Mahindra Scorpio 2.6 CRDe,2005,151000,200000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,8.0,Mahindra,623224.0556994819,191769.99
Tata Safari DICOR 2.2 EX 4x2,2011,300000,120000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,Tata,357433.1076294278,317499.98
Maruti Ignis 1.2 Zeta BSIV,2019,577000,3000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,Maruti,403075.7214052288,606790.0
Maruti Alto K10 2010-2014 VXI,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,Maruti,403075.7214052288,253392.07849999997
Mahindra Bolero 2011-2019 ZLX,2013,500000,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,504608.33333333326
Honda Jazz VX CVT,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,Honda,596178.0149892934,830080.0
Volkswagen Vento 1.5 TDI Highline,2017,900000,74000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5.0,Volkswagen,498817.188172043,725385.8233333335
Honda Jazz 1.2 V i VTEC,2017,650000,25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,Honda,596178.0149892934,643029.9166666666
Honda Jazz 1.5 VX i DTEC,2016,650000,61915,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,Honda,596178.0149892934,596979.99
Hyundai EON Era Plus,2016,250000,110000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,226399.96
Volkswagen Polo 1.5 TDI Comfortline,2016,550000,70000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5.0,Volkswagen,498817.188172043,615776.6566666666
Maruti Swift Ldi BSIII,2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5.0,Maruti,403075.7214052288,229651.77
Mahindra Quanto C4,2013,350000,110000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,Mahindra,623224.0556994819,335649.99
Chevrolet Beat Diesel LT,2014,185000,90000,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,5.0,Chevrolet,273867.47826086957,201200.0
Ford Figo Petrol Titanium,2010,229999,120000,Petrol,Individual,Manual,Third Owner,15.6,1196.0,70.0,5.0,Ford,516682.58186397987,206939.39
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,1000000,65000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,Toyota,959946.6741803279,1020210.0
Maruti Wagon R VXI 1.2,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,Maruti,403075.7214052288,494649.99
Hyundai i10 Sportz,2009,150000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai,458554.3667844523,156500.83333333334
Maruti Ertiga VDI,2013,600000,184000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,Maruti,403075.7214052288,599469.95
Maruti Wagon R CNG LXI,2013,270000,80000,CNG,Individual,Manual,Second Owner,32.52,998.0,58.33,5.0,Maruti,403075.7214052288,255929.99
Maruti Zen LXi - BS III,2005,60000,70000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,Maruti,403075.7214052288,68980.0
Maruti SX4 Zxi with Leather BSIII,2008,150000,89000,Petrol,Individual,Manual,Second Owner,15.6,1586.0,104.68,5.0,Maruti,403075.7214052288,152699.97
Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,Honda,596178.0149892934,334550.0
Maruti Swift VDI,2013,525000,69000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti,403075.7214052288,465325.0
Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,465309.98
Tata Indica V2 eLX,2012,83000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,Tata,357433.1076294278,234202.06222222224
Hyundai EON Era Plus,2017,300000,8000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,297470.0
Hyundai i20 1.2 Sportz,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,Hyundai,458554.3667844523,348543.33333333326
Hyundai i20 1.2 Sportz,2011,300000,45000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,Hyundai,458554.3667844523,297069.98
Fiat Linea 1.3 Active,2011,250000,30000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.2,5.0,Fiat,296063.78723404254,256629.93
Maruti 800 Std,2006,114999,59000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,117109.31
Maruti Ertiga VXI Petrol,2018,700000,6200,Petrol,Individual,Manual,First Owner,19.34,1462.0,103.0,7.0,Maruti,403075.7214052288,800359.99
Maruti Celerio X ZXI,2020,250000,120000,Petrol,Individual,Manual,Second Owner,21.63,998.0,67.0,5.0,Maruti,403075.7214052288,399329.74
Maruti Wagon R LXI BS IV,2016,350000,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,354530.0
Maruti Omni 5 Str STD,1998,80000,70000,Petrol,Individual,Manual,First Owner,14.0,796.0,35.0,5.0,Maruti,403075.7214052288,72109.99
Mahindra Scorpio S2 7 Seater,2017,850000,110000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7.0,Mahindra,623224.0556994819,831700.0
Chevrolet Spark 1.0 LS,2007,90000,93000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5.0,Chevrolet,273867.47826086957,86580.0
Chevrolet Tavera Neo 3 10 Seats BSIII,2014,600000,110000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,Chevrolet,273867.47826086957,566209.98
Maruti Alto LX,2007,135000,57000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,131050.0
Hyundai Accent GLE,2005,150000,120000,Petrol,Individual,Manual,First Owner,13.2,1495.0,94.0,5.0,Hyundai,458554.3667844523,123979.99
Tata Indigo CS eLX BS IV,2012,259000,35000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata,357433.1076294278,244850.0
Tata Indigo CS eLS BS IV,2012,220000,90000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata,357433.1076294278,210170.0
Tata Indigo eCS LX BSIV,2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5.0,Tata,357433.1076294278,241179.99
Maruti Swift Dzire VXi,2009,240000,120000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,Maruti,403075.7214052288,235411.23
Hyundai Creta 1.4 E Plus,2018,946000,60000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,Hyundai,458554.3667844523,958050.0
Tata Indigo eCS LX BSIV,2011,215000,70000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata,357433.1076294278,209550.0
Maruti Zen LX,1999,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,Maruti,403075.7214052288,61660.0
Honda Amaze S i-Dtech,2013,310000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,596178.0149892934,368056.25
Hyundai i10 Magna,2008,220000,35000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,458554.3667844523,213160.0
Maruti Swift Vdi BSIII,2008,195000,90000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,Maruti,403075.7214052288,204240.0
Hyundai i20 Active 1.2 S,2015,650000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai,458554.3667844523,582266.6666666666
Hyundai i20 1.2 Magna,2011,350000,98000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,Hyundai,458554.3667844523,300270.0
Hyundai i20 Asta 1.2,2013,360000,30000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,Hyundai,458554.3667844523,339750.0
Hyundai Elantra SX,2013,550000,50000,Petrol,Individual,Manual,Second Owner,16.3,1797.0,147.5,5.0,Hyundai,458554.3667844523,602761.6616666667
Hyundai Grand i10 Sportz,2016,490000,26000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,464194.1666666666
Maruti Alto LXi,2011,195000,46000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,187005.0
Maruti Alto LX,2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,151733.3333333333
Tata Tiago 1.2 Revotron XZ,2019,459999,10000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,357433.1076294278,465099.3
Maruti Alto 800 LXI,2015,275000,16700,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,278950.0
Maruti Swift Dzire VDI,2018,680000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,403075.7214052288,676590.0
Maruti Swift Dzire ZXI,2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,403075.7214052288,524069.92
Maruti Swift ZXI Plus,2018,720000,20000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,667324.94
Renault KWID RXT Optional,2016,356000,9656,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,336570.0
Hyundai i10 Era,2011,225000,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,Hyundai,458554.3667844523,200139.98
Ford Freestyle Titanium Diesel BSIV,2019,725000,17000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5.0,Ford,516682.58186397987,812672.5
Chevrolet Spark 1.0 LT,2010,130000,50000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet,273867.47826086957,129974.935
Renault KWID RXT,2015,300000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,289600.0
Hyundai i20 Sportz 1.2,2013,400000,43000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,Hyundai,458554.3667844523,336799.97
Hyundai Verna 1.4 CX,2013,550000,50000,Diesel,Individual,Manual,First Owner,23.5,1396.0,88.7,5.0,Hyundai,458554.3667844523,455898.2433333333
Maruti Wagon R PRIMEA,2006,120000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.0,5.0,Maruti,403075.7214052288,115680.0
Mahindra Xylo D4 BSIV,2012,409999,100000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8.0,Mahindra,623224.0556994819,391559.3
Hyundai Santro Xing (Non-AC),2010,110000,80000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62.1,5.0,Hyundai,458554.3667844523,120160.0
Mahindra Bolero 2011-2019 SLX,2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,434636.8253968254
Maruti Swift VXI,2019,610000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti,403075.7214052288,647641.7807142858
Ford Ecosport 1.5 DV5 MT Trend,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,Ford,516682.58186397987,547486.6666666666
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,516682.58186397987,926550.0
Nissan Kicks XL BSIV,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5.0,Nissan,465407.35802469135,878200.0
Ford Figo Diesel Titanium,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,5.0,Ford,516682.58186397987,244900.0
Ford Figo 1.5D Trend MT,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,516682.58186397987,535250.0
